"MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X2ndFlrSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","WoodDeckSF","OpenPorchSF","SalePrice"
60,82.5,13346,7,5,0,728,367,1095,1129,1,0,2,1,4,9,1,1992,2,0,40,268000
70,66,6858,6,4,0,0,806,806,806,1,0,1,1,4,6,0,1920,1,0,66,128000
60,77,11198,9,5,245,0,1122,1122,1370,0,0,2,1,4,11,1,2005,3,144,39,325000
20,70,10171,7,5,168,2,1515,1517,0,0,0,2,0,3,7,0,2004,2,0,0,214000
50,79,12327,8,8,0,1441,55,1496,636,1,0,1,1,1,5,1,1983,2,349,40,316600
90,63.5,7032,5,5,0,943,0,943,0,1,0,1,0,2,4,2,1979,2,42,0,135960
90,74,13101,5,5,108,231,1497,1728,0,0,0,2,0,6,10,0,1987,2,0,0,142600
20,60,7332,6,6,207,414,450,864,0,1,0,1,0,2,4,0,1959,1,168,0,120000
60,83,13159,7,5,0,0,846,846,846,0,0,2,1,3,6,0,2009,2,208,114,224500
80,76,9967,7,5,0,0,384,384,656,0,0,2,1,3,8,1,2000,2,100,0,170000
80,70,10500,5,7,82,349,23,372,533,0,1,1,0,3,5,0,1971,1,35,0,139000
50,80,8480,5,5,0,442,390,832,384,0,0,1,0,2,6,0,1947,1,158,0,118500
50,52,6292,7,7,0,0,861,861,600,0,1,2,0,3,6,1,1928,1,0,50,145000
80,96,11777,5,6,97,328,285,1164,0,1,0,1,0,3,6,2,1966,2,160,68,164500
160,34,3604,7,5,0,0,689,689,689,0,0,2,0,2,5,0,2007,2,0,102,146000
50,81,12150,5,5,335,0,1050,1050,745,0,0,2,0,4,7,0,1954,1,0,0,131500
20,69.625,14585,6,6,85,594,331,1144,0,0,1,1,0,3,7,2,1960,2,216,110,181900
20,98,12704,8,5,306,0,2042,2042,0,0,0,2,1,3,8,1,2009,3,0,90,253293
90,81,11841,6,5,104,816,0,816,0,1,0,1,0,3,5,0,1970.25,0,0,32,118500
75,75,13500,10,9,0,0,1237,1237,1254,0,0,3,1,3,9,1,1988,2,105,502,325000
50,51,6120,4,7,0,0,884,884,584,0,0,1,0,3,6,0,1935,1,0,0,133000
20,88,11443,8,5,208,1460,408,1868,0,1,0,2,0,2,7,2,2005,3,326,66,369900
30,55,10267,6,7,0,210,0,816,0,1,0,1,0,2,5,0,1961,1,0,0,130000
85,74,8740,5,6,0,672,168,840,0,1,0,1,0,2,4,0,1996,2,0,0,137000
20,65,25095,5,8,0,1324,113,1437,0,2,0,1,0,1,5,2,1968,1,0,48,143000
40,50,9100,5,6,0,0,742,742,0,0,0,1,0,2,4,0,1988,1,0,0,79500
60,64,8320,7,5,0,490,280,770,812,0,0,2,1,3,6,0,2004,2,0,45,185900
60,97,13478,10,5,420,1338,384,1722,568,1,0,2,1,3,10,1,2008,3,382,274,451950
20,60,6600,5,8,0,816,0,816,0,1,0,1,0,2,4,0,1985,2,0,0,138000
120,56,4435,6,5,170,685,163,848,0,1,0,1,0,1,4,0,2003,2,140,0,140000
20,88,7990,5,6,0,0,924,924,0,0,0,1,0,3,5,0,1981,1,0,0,110000
20,69,11302,8,5,238,1422,392,1814,0,1,0,2,0,3,7,1,2005,3,180,75,319000
70,60,3600,6,7,0,0,684,684,684,0,0,1,0,3,7,0,1930,1,0,158,114504
120,53,3922,7,5,72,0,1258,1258,0,0,2,0,2,2,7,1,2006,3,120,16,194201
20,80,12984,5,6,459,1283,0,1430,0,1,0,2,0,3,7,1,1977,2,0,0,217500
160,24,1950,6,6,0,81,23,716,840,1,0,2,1,3,6,1,1980,2,161,0,151000
60,74,10927,8,5,280,546,512,1058,846,1,0,2,1,3,8,1,2003,2,179,60,275000
50,50,9000,6,6,0,0,780,780,595,0,0,1,1,3,6,1,1979,1,0,162,141000
60,80,10041,8,5,0,789,119,908,988,1,0,2,1,3,8,1,1992,2,120,150,220000
160,30,3182,7,5,0,0,600,600,600,0,0,2,1,2,4,0,2004,2,0,172,151000
20,88,12803,7,5,99,922,572,1494,0,1,0,2,0,3,6,1,2002,2,192,36,221000
60,85,13600,7,6,176,454,314,768,800,0,0,2,1,3,7,3,1965,2,0,42,205000
20,82,12464,5,5,0,732,308,1040,0,1,0,1,0,3,6,0,2000,2,168,0,152000
20,78,7800,5,8,0,603,293,896,896,1,0,3,0,3,8,0,1948,1,103,0,225000
70,78,12168,8,6,0,428,537,965,1254,0,0,2,1,4,10,2,1934,2,0,0,359100
20,61,7943,4,5,192,903,126,1029,0,1,0,1,0,3,5,0,1961,1,64,0,118500
60,83.7,11050,9,5,204,904,536,1440,677,1,0,2,1,3,8,2,2000,3,253,142,313000
80,72.4285714285714,10395,6,6,233,605,427,1032,0,0,1,2,0,3,6,1,1978,2,0,0,148000
60,92.1,11885,8,5,108,990,309,1299,573,1,0,2,1,3,7,1,2001,2,160,122,261500
20,70,8402,5,5,0,206,914,1120,0,0,0,1,0,3,6,0,1973.5,0,0,30,147000
180,21,1491,4,6,0,150,0,630,0,1,0,1,0,1,3,0,1952.14285714286,0,96,24,75500
85,80,8800,6,7,156,763,173,936,0,1,0,1,0,3,6,0,1963,2,120,0,137500
60,65.2857142857143,7861,6,5,0,457,326,783,702,1,0,2,1,3,7,1,2002,2,100,75,183200
45,59,7227,6,6,0,0,832,832,0,0,0,1,0,2,4,0,1962,2,0,0,105500
20,90,11694,9,5,452,48,1774,1822,0,0,0,2,0,3,9,1,2007,3,0,108,314813
60,85,12244,8,5,226,871,611,1482,780,1,0,2,1,4,10,2,2003,3,168,0,305000
30,45,8248,3,3,0,41,823,864,0,1,0,1,0,2,5,0,1944.88888888889,0,0,0,67000
60,90,10800,6,7,0,956,384,1522,1066,0,0,2,1,4,9,1,1974,2,38,243,240000
20,71,7064,5,6,153,560,420,980,0,0,0,1,0,3,6,0,1986,2,192,0,135000
160,35.1666666666667,2117,6,5,513,420,336,756,756,0,0,2,1,2,4,1,2000,2,0,32,168500
60,80,10400,6,5,288,247,485,732,778,1,0,1,2,4,8,1,1972,2,148,0,165150
20,87,10000,6,6,261,0,1116,1116,0,0,0,1,1,3,5,0,1962,2,0,0,160000
20,75.1666666666667,12342,5,5,0,0,978,978,0,0,0,1,0,3,6,1,1960,1,0,0,139900
80,80,9600,6,6,164,674,350,1156,0,1,0,1,0,3,7,2,1955,1,0,0,153000
60,70,11606,5,5,192,650,390,1040,1040,0,1,1,2,5,9,2,1969,2,335,0,135000
80,82,9020,6,5,259,624,288,1248,0,1,0,1,1,3,6,0,1964,2,176,0,168500
70,50,9000,5,6,0,0,636,636,661,0,0,1,0,3,8,0,1937,1,0,0,124000
120,34,4590,8,5,108,24,1530,1554,0,0,0,2,0,2,6,1,2006,2,156,73,209500
20,85,11900,7,5,209,822,564,1386,0,0,0,2,0,3,6,1,1977,2,192,0,82500
20,80,9250,5,7,0,480,108,1056,0,0,1,1,0,3,6,0,1954,1,390,0,139400
90,64,6979,6,5,0,1056,0,1056,0,2,0,0,0,0,4,0,1980,2,264,56,144000
190,60,10896,6,7,0,256,1184,1440,1440,0,0,2,0,8,14,0,1996,0,0,110,200000
30,51,6120,2,3,0,0,264,264,0,0,0,1,0,1,4,1,1944.57142857143,0,0,0,60000
190,50,6000,5,4,0,0,811,811,576,0,0,2,0,3,7,0,1954,1,0,0,93000
30,67,8777,5,7,0,0,796,796,0,0,0,1,0,2,4,0,1941.33333333333,0,328,0,85000
120,53,3982,8,5,0,1154,366,1520,0,1,0,2,0,1,7,1,2006,3,312,0,264561
120,62,12677,8,5,472,1218,300,1518,0,0,0,1,1,1,6,1,2003,2,185,140,274000
60,71.5555555555556,7050,7,5,0,738,319,1057,872,1,0,2,1,3,7,1,2001,2,0,235,226000
80,75,13860,8,7,0,1410,542,1952,704,1,0,2,1,4,9,3,1972,2,269,111,345000
60,80,10793,5,5,263,493,0,780,840,0,0,2,1,4,7,0,1969,2,208,0,152000
20,85,9187,9,5,162,1121,645,1766,0,1,0,2,1,2,7,1,2009,3,195,130,370878
20,79.2,10530,6,5,0,282,664,981,0,1,0,1,1,3,5,0,1979,2,0,312,143250
20,60,7200,5,5,0,0,0,0,0,0,0,1,0,3,7,0,1950,2,0,27,98300
20,85,10452,6,5,216,500,594,1094,0,0,0,1,0,3,5,2,1953,2,0,0,155000
60,70,7700,6,5,351,0,756,756,788,0,0,1,1,4,7,1,1966,2,0,124,155000
180,21,1936,4,6,0,131,0,630,0,1,0,1,0,1,3,0,1965.5,0,0,0,84500
60,65,8125,7,6,107.2,0,813,813,843,0,0,2,1,3,7,0,2007,2,0,0,205950
70,60,9084,4,5,0,0,755,755,755,1,0,1,0,4,7,1,1940,1,120,0,108000
60,70,8750,7,5,0,0,880,880,807,0,0,2,1,2,7,1,1996,2,0,120,191000
50,60,10320,6,7,0,0,756,756,713,0,0,1,0,3,7,0,1906,1,57,0,135000
20,91,10437,8,6,660,1696,413,2109,0,1,0,2,1,2,7,1,1995,3,236,46,350000
160,21,1680,6,5,381,0,525,525,567,0,0,1,1,3,6,0,1971,1,0,0,88000
20,72,10007,5,7,54,806,247,1053,0,1,0,1,1,3,5,0,1959,1,0,0,145500
70,60,7200,7,6,0,0,776,776,651,0,0,1,1,3,6,1,1931,1,0,0,149000
50,78,17503,6,5,0,0,912,912,546,0,1,1,0,3,6,1,1948,1,192,0,97500
20,75,9937,5,7,0,637,849,1486,0,1,0,1,0,3,7,0,1968,2,0,0,167000
60,82,12384,7,7,233,0,793,793,793,0,0,2,1,3,7,1,1976,2,0,113,197900
60,52,46589,8,7,528,1361,88,1629,762,1,0,2,1,4,8,1,1994,3,517,76,402000
20,120,13560,6,3,216,0,1392,1392,0,1,0,1,0,2,5,2,1968,2,0,0,110000
85,90,10012,4,5,0,920,38,1138,0,1,0,2,0,3,6,0,1974,2,0,0,137500
20,49,20896,8,5,0,1721,356,2077,0,1,0,1,1,1,8,1,2005,3,192,267,423000
60,106,11194,8,5,40,0,1406,1406,482,0,0,2,1,3,7,1,2000,2,188,124,230500
60,73,18450,6,5,113,187,111,1021,915,0,0,2,1,3,7,1,1965,2,0,265,129000
20,65,8125,6,5,258,1138,270,1408,0,1,0,2,0,3,7,1,1994,2,224,42,193500
20,89.3333333333333,14175,5,6,0,988,200,1188,0,1,0,1,1,3,6,1,1999,2,304,0,168000
30,80,11600,4,5,0,0,700,700,0,0,0,1,0,2,5,1,1922,1,0,0,137500
60,64,8633,6,5,0,193,545,738,738,1,0,2,1,3,7,0,2005,2,100,35,173500
70,54,6629,6,6,0,551,121,672,672,1,0,2,0,3,6,0,1930,1,147,0,103600
20,86.375,11250,6,6,0,767,441,1208,0,1,0,1,1,3,6,1,1977,2,198,42,165000
20,110,14442,6,7,106,1186,291,1477,0,1,0,2,0,3,7,2,1957,2,0,87,257500
20,80,9200,6,6,0,892,244,1136,0,1,0,1,0,3,5,1,1965,1,426,0,140000
160,24,2289,6,6,0,311,544,855,586,0,0,2,1,3,7,1,1978,2,28,0,148500
70,60,9600,4,2,0,0,1095,1095,679,1,0,2,0,4,8,0,1920,3,0,0,87000
30,52,9022,5,8,0,0,768,768,0,0,0,1,0,2,5,0,1924,1,316,0,109500
20,80,11844,8,5,464,0,2046,2046,0,0,0,2,1,3,7,1,2008,3,322,82,372500
20,72.4,9945,5,5,57,827,161,988,0,1,0,1,0,3,5,0,1963,2,0,0,128500
120,50,8012,6,5,0,543,261,923,0,0,0,2,0,2,5,1,1980,1,80,0,143000
50,55,4500,5,5,0,182,611,793,672,0,0,1,0,3,6,0,1968,1,0,0,159434
120,36.1111111111111,2887,6,5,0,1003,288,1291,0,1,0,1,0,2,6,1,1996,2,307,0,173000
20,90,11248,9,5,215,1059,567,1626,0,1,0,2,0,3,7,1,2002,3,257,45,285000
60,58,16770,7,5,30,0,1195,1195,644,0,0,2,1,4,7,0,1998,2,0,81,221000
160,57.6,5062,7,5,0,828,180,1190,900,1,0,2,0,3,6,1,1984,2,219,0,207500
60,84,10207,7,6,0,0,874,874,887,0,0,3,0,3,7,0,2007,2,144,105,227875
160,47.875,5105,7,5,0,239,312,551,551,0,0,2,1,2,4,0,2004,2,0,60,148800
20,60,8089,8,6,0,945,474,1419,0,1,0,2,0,2,7,1,2007,2,140,0,392000
120,61,7577,6,5,256,20,1342,1362,0,0,0,2,0,2,6,1,2005,2,192,28,194700
120,54.5714285714286,4426,6,5,147,697,151,848,0,1,0,1,0,1,3,1,2004,2,149,0,141000
60,104,21535,10,6,1170,1455,989,2444,1872,0,1,3,1,4,10,2,1994,3,382,50,755000
60,42,26178,7,5,293,965,245,1210,1281,1,0,2,1,4,9,2,1989,2,320,27,335000
30,60,5400,5,6,0,0,1073,1073,0,0,0,1,0,2,4,0,1968,1,0,0,108480
50,51,6120,5,6,0,0,927,927,472,0,0,1,1,3,5,0,1995,2,112,0,141500
20,54,13811,6,6,72,980,92,1112,0,1,0,2,0,2,5,1,1987,2,125,0,176000
30,50,6000,5,7,0,616,0,616,0,0,0,1,0,2,4,0,1921,1,0,0,89000
20,57,6420,5,7,0,210,219,980,0,0,1,1,0,2,6,0,1952,1,0,0,123500
20,65,8450,5,8,0,553,224,894,0,1,0,1,0,3,5,1,1973,1,416,144,138500
120,59,4282,7,5,0,16,1375,1391,0,0,0,2,0,2,5,0,2004,2,156,158,196000
20,85,14331,8,5,630,1274,526,1800,0,1,0,2,0,3,7,1,2002,3,270,78,312500
20,80,9600,7,5,168,0,1164,1164,0,0,0,1,1,3,6,0,1969,2,0,0,140000
60,82,12438,8,5,466,0,1234,1234,1312,0,0,2,1,4,10,1,2006,3,324,100,361919
190,76,7630,5,9,0,0,360,360,780,0,0,2,0,4,8,1,1999,2,344,0,140000
20,70,8400,7,5,109,712,761,1473,0,1,0,2,0,3,7,0,2004,2,0,35,213000
190,70,5600,4,5,0,0,0,0,720,0,0,2,0,3,7,0,1948.6,0,0,0,55000
20,84.5,115149,7,5,351,1219,424,1643,0,1,0,2,0,2,5,2,1971,2,380,48,302000
120,48,6240,8,5,176,863,461,1324,0,1,0,2,0,2,6,1,2006,2,192,38,254000
60,65,9018,7,5,0,0,728,728,728,0,0,2,1,3,8,1,2007,2,100,24,179540
20,64.125,7162,5,7,41,0,876,876,0,0,0,1,0,3,6,0,1966,1,0,0,109900
30,56,4130,3,6,0,0,270,270,0,0,0,1,0,2,5,0,1948.6,0,0,0,52000
50,66,8712,4,7,0,0,859,859,319,0,0,1,0,2,7,0,1964,1,68,0,102776
120,40,4671,8,5,0,767,461,1228,0,1,0,2,0,2,5,1,1988,2,168,120,189000
190,60,9873,4,5,160,789,171,960,0,1,0,1,0,3,6,0,1970,2,0,288,129000
60,66.2222222222222,13517,6,8,289,533,192,725,754,0,0,2,1,3,6,0,1976,2,0,44,130500
20,78,10140,6,5,174,0,1064,1064,0,0,0,2,0,3,7,1,1974,2,0,0,165000
70,60,10800,7,8,0,0,718,718,978,0,0,1,1,3,8,0,1996,2,0,48,159500
20,80,10000,5,6,0,1084,92,1176,0,0,1,1,1,3,5,1,1973,2,224,0,157000
60,96,10542,7,5,651,1173,138,1311,1093,1,0,2,1,3,9,1,1993,3,250,154,341000
20,69,9920,5,6,0,523,448,971,0,0,0,1,1,3,5,1,1969,1,0,0,128500
120,67.3,6563,8,5,0,1148,594,1742,0,1,0,2,0,2,5,1,1985,2,114,28,275000
120,49,4426,6,5,169,662,186,848,0,1,0,1,0,1,3,0,2004,2,160,0,143000
20,70,8120,4,7,0,191,673,864,0,0,0,1,0,3,5,0,1994,2,0,0,124500
50,60,8172,4,6,0,0,941,941,473,0,0,2,0,4,7,0,1958,1,0,0,135000
20,86,13286,9,5,340,1234,464,1698,0,1,0,2,0,3,8,1,2007,3,327,64,320000
20,60,6960,4,6,0,375,250,864,0,0,0,1,0,3,5,0,1989,2,96,0,120500
20,79.1666666666667,21695,6,9,260,808,72,880,0,1,0,2,0,3,5,1,1988,2,292,44,222000
20,64,7314,7,5,82,724,508,1232,0,1,0,2,0,2,6,0,2007,2,132,0,194500
90,85,11475,5,5,95,0,1584,1584,0,1,0,2,0,4,9,0,1968,3,0,25,110000
30,52,6240,4,5,0,152,628,780,0,0,0,1,0,2,5,0,1962,2,0,23,103000
120,39,5389,8,5,0,1180,415,1595,0,1,0,2,0,2,5,1,1995,2,237,152,236500
80,73,9590,7,5,442,786,82,868,0,1,0,2,0,3,6,1,2003,2,160,22,187500
60,75,11404,7,5,202,252,901,1153,878,0,0,2,1,3,8,1,1998,2,192,84,222500
20,80,10000,5,6,0,594,270,864,0,1,0,1,0,3,6,1,1961,1,165,0,131400
20,64.1111111111111,8978,5,5,0,0,948,948,0,0,0,1,0,3,6,0,1968,1,147,0,108000
75,60,10800,7,7,0,390,490,880,888,0,0,1,1,2,6,2,1914,2,0,341,163000
90,60,8544,3,4,0,0,0,0,0,0,0,2,0,2,6,0,1949,2,0,0,93500
60,72,10463,8,5,0,0,893,893,900,0,0,2,1,3,8,1,2005,3,0,116,239900
90,60,10800,5,5,0,1200,0,1200,0,3,0,3,0,3,5,0,1982.7,0,120,0,179000
60,65,9313,7,5,0,0,864,864,864,0,0,2,1,3,7,0,2004,2,187,56,190000
70,60,9600,5,7,0,0,264,264,664,0,0,2,0,2,7,0,1910,2,270,0,132000
20,65,6768,6,8,0,832,80,912,0,1,1,1,0,3,5,0,1962,1,168,0,142000
20,65,8450,7,5,108,0,1349,1349,0,0,0,2,0,3,6,0,2000,2,120,55,179000
80,70,12886,5,6,0,444,76,520,0,0,1,2,0,3,6,1,1997,2,302,0,175000
120,41,5395,8,5,0,733,604,1337,0,1,0,2,0,2,5,1,1993,2,96,0,180000
60,80.6666666666667,8963,8,9,289,575,487,1142,1540,0,1,3,1,4,11,2,1994,2,0,204,299800
60,69.625,8795,7,5,0,300,652,952,1276,0,0,2,1,4,8,1,2000,2,224,54,236000
70,65,11700,7,7,0,0,1240,1240,1320,0,0,1,1,4,8,1,1950,4,181,0,265979
20,59,10593,7,5,338,919,801,1720,0,1,0,2,0,3,7,1,1996,2,240,56,260400
50,50,8405,4,3,0,0,0,0,441,0,0,2,0,4,9,0,1945,1,92,0,98000
50,55,8800,4,7,0,0,576,576,348,0,0,1,0,3,7,0,1952.5,0,0,160,96500
60,65,7750,7,5,0,0,660,660,660,0,0,2,1,3,6,0,2003,2,0,48,162000
20,79,9236,6,5,0,1200,279,1479,0,1,0,2,0,3,6,0,1997,2,168,27,217000
60,80,10240,8,5,178,0,1030,1030,1060,0,0,2,1,3,8,1,2005,3,192,52,275500
20,61,7930,6,8,0,439,115,1026,0,1,0,1,0,3,5,0,1969,2,171,48,156000
160,34,3230,6,5,894,381,348,729,729,0,0,2,1,3,6,0,1999,2,0,24,172500
60,68,10769,8,5,0,20,846,866,902,0,0,2,1,3,7,0,2007,2,144,105,212000
60,65.8333333333333,11616,6,5,328,438,234,672,714,0,0,2,1,3,6,1,1978,2,335,0,158900
160,24,2280,7,5,360,549,195,744,744,0,0,2,1,3,6,0,1999,2,0,0,179400
60,65,12257,8,5,513,56,1198,1318,1203,0,0,2,1,4,9,1,1995,3,222,98,290000
20,70,9100,6,6,0,612,252,864,0,0,0,1,0,2,5,0,2008,1,0,0,127500
30,60,6911,5,5,0,405,740,1145,0,0,0,1,0,2,5,0,1965,2,0,0,100000
60,72,8640,7,5,0,24,732,756,783,0,0,2,1,3,7,0,2009,2,169,45,215200
60,82,9430,8,5,673,1163,89,1252,1097,1,0,2,1,3,8,1,1999,3,0,128,337000
120,30,9549,8,5,0,437,0,1494,0,1,0,1,1,2,6,1,1995,2,0,30,270000
20,75,14587,9,5,284,0,1498,1498,0,0,0,2,0,2,6,1,2008,2,0,174,264132
60,80,10421,7,5,42,394,586,980,734,0,0,2,1,3,7,1,1988,2,228,66,196500
50,75,12508,6,7,0,660,323,983,767,1,0,2,0,4,7,0,1989,1,245,0,160000
20,70,9100,7,5,0,24,1836,1860,0,0,0,2,0,3,8,1,2004,2,120,33,216837
60,47,53504,8,5,603,1416,234,1650,1589,1,0,3,1,4,12,1,2003,3,503,36,538000
85,65.125,7252,5,5,0,685,173,858,0,1,0,1,0,2,5,0,1983,2,120,0,134900
20,67,8877,4,5,0,836,0,836,0,0,0,1,0,2,6,0,1951,2,0,0,102000
80,94,7819,6,5,0,422,480,1029,0,1,0,1,0,3,6,1,1976,2,144,0,107000
20,70,10150,5,5,1,456,456,912,0,0,0,1,0,2,5,0,1958,1,0,0,114500
20,110,14226,8,5,375,0,1935,1935,0,0,0,2,0,3,9,1,2006,3,315,45,395000
120,32,4500,6,5,320,866,338,1204,0,1,0,2,0,2,5,0,1998,2,0,247,162000
20,86,11210,7,5,240,20,1594,1614,0,0,0,2,0,3,7,0,2005,3,144,59,221500
20,100,13350,5,5,0,762,102,864,0,1,0,1,0,3,5,1,1974,2,241,0,142500
90,60,8400,5,5,320,0,0,0,0,0,0,2,0,4,10,2,1977,2,0,0,144000
90,78,10530,6,5,90,975,0,975,0,1,0,1,0,2,4,0,1977,2,0,0,135000
20,63,7875,7,5,38,0,1237,1237,0,0,0,2,0,3,6,1,1995,2,220,21,176000
60,65,7153,6,5,0,387,374,761,793,0,0,2,1,3,7,0,1992,2,0,124,175900
20,67,16285,7,5,0,0,1413,1413,0,0,0,2,0,3,6,0,2001,2,0,33,187100
85,80.5555555555556,9101,5,6,104,1097,0,1097,0,1,0,1,0,1,4,1,1978,2,303,30,165500
75,35,6300,6,6,0,0,742,742,742,0,0,2,0,3,9,1,1952.33333333333,0,0,291,128000
20,86.5,9790,6,5,0,251,491,1372,0,0,0,2,0,3,7,1,1967,2,0,0,161500
50,60,10800,5,6,0,686,0,686,686,1,0,2,0,4,7,0,1961,1,0,0,139000
60,76,10142,7,5,0,656,300,956,1128,1,0,2,1,4,8,0,2004,2,0,45,233000
20,50,6000,4,7,0,0,901,901,0,0,0,1,0,2,4,0,1954,1,0,0,107900
60,75.375,12205,6,8,157,568,264,832,1111,0,0,2,1,5,9,0,1966,2,133,168,187500
120,43,3182,7,5,11,16,1129,1145,0,0,0,2,0,2,5,1,2005,2,100,16,160200
80,79.625,11333,6,5,0,539,490,1029,0,1,0,1,0,3,5,2,1976,2,120,0,146800
60,92,9920,7,5,0,862,255,1117,886,1,0,2,1,3,8,1,1997,2,180,130,269790
20,76,9158,8,5,140,0,1496,1496,0,0,0,2,0,3,7,0,2007,2,168,130,225000
60,75.375,10832,7,5,0,0,712,712,809,0,0,2,1,3,7,1,1994,2,143,46,194500
60,70,8400,6,6,130,0,650,650,676,0,0,2,1,3,7,1,1980,2,0,50,171000
20,71,8197,6,5,148,0,660,660,0,0,0,1,1,3,7,1,1977,2,138,0,143500
20,57,7677,5,5,0,570,203,773,0,0,0,1,0,2,4,0,1953,1,0,0,110000
60,104,13518,9,5,860,0,1926,1926,1174,0,0,3,1,4,11,2,2009,3,144,78,485000
50,60,7200,5,7,252,569,162,731,787,1,0,1,1,3,7,2,1939,1,0,0,175000
60,79,12798,6,5,0,462,154,616,1072,1,0,2,1,4,8,0,1997,2,403,114,200000
30,40,4800,4,7,0,197,999,1196,0,1,0,1,0,2,5,0,1957,2,0,0,109900
60,63,8199,7,5,0,648,80,728,728,1,0,2,1,3,7,1,2005,2,36,18,189000
60,107,13891,9,5,424,0,1734,1734,1088,0,0,3,1,4,12,1,2009,3,52,170,582933
20,75,9000,5,5,0,812,124,936,0,0,0,1,0,2,5,0,1954,1,0,0,118000
20,91,12274,7,5,256,0,1417,1417,0,0,0,2,0,3,6,0,2008,2,0,60,227680
80,75,9750,5,5,0,400,100,980,0,0,0,2,0,3,6,0,1967,1,68,0,135500
70,144,21384,5,6,0,1309,15,1324,504,2,0,1,1,3,6,1,1923,2,0,312,223500
80,85,13400,5,5,1047,516,380,1024,0,1,0,1,0,3,6,1,1966,2,0,0,159950
75,90,8100,5,5,0,0,849,849,1063,0,0,2,0,2,11,0,1910,2,40,156,106000
20,78,10140,6,6,99,663,0,1040,0,1,0,1,1,3,5,1,1974,2,265,0,181000
120,45.8571428571429,4438,6,5,169,662,186,848,0,1,0,1,0,1,4,1,2004,2,140,0,144500
20,66,8712,5,5,0,0,540,540,0,0,0,1,0,2,4,0,1952,2,0,0,55993
20,75,9750,6,6,243,608,834,1442,0,0,0,1,1,4,7,0,1958,1,0,0,157900
50,45,8248,5,7,0,0,686,686,564,0,1,1,1,3,7,0,1955,1,207,0,116000
20,48,12137,7,5,442,0,1649,1649,0,0,0,2,0,3,6,0,1998,2,0,34,224900
20,81.1666666666667,11425,5,6,0,486,522,1008,0,0,0,1,0,2,4,1,1954,1,0,0,137000
20,83.6666666666667,13265,8,5,148,1218,350,1568,0,1,0,2,0,3,7,2,2002,3,150,59,271000
80,80,8816,6,7,80,504,506,1010,0,1,0,1,0,3,6,0,1971,2,0,0,155000
120,44,6371,7,5,128,733,625,1358,0,1,0,2,0,2,6,1,2010,2,192,35,224000
60,72,7226,7,5,0,0,798,798,842,0,0,2,1,3,6,0,2003,2,0,45,183000
20,60,6000,4,4,0,0,936,936,0,0,0,1,0,2,4,0,1974,2,0,32,93000
60,80.125,12394,7,5,0,0,847,847,886,0,0,2,1,3,7,1,2003,2,100,48,225000
50,60,9900,6,7,0,0,778,778,545,0,0,2,0,3,7,1,1940,1,335,0,139500
20,81,11216,8,5,0,0,1489,1489,0,0,0,2,0,3,7,1,2006,2,0,140,232600
20,114,14803,10,5,816,1636,442,2078,0,1,0,2,0,2,7,1,2007,3,188,45,385000
45,50,6130,5,6,0,784,0,784,0,1,0,1,0,2,5,0,1961.5,0,0,0,109500
20,65,8529,7,5,0,20,1434,1454,0,0,0,2,0,3,6,1,2001,2,290,39,189000
60,72.6,28698,5,5,0,249,0,1013,966,0,1,2,1,3,7,0,1967,2,486,0,185000
160,24,2544,7,5,0,0,600,600,623,0,0,2,1,2,4,0,2005,2,0,166,147400
20,80,11900,6,5,387,1040,352,1392,0,1,0,1,1,3,6,2,1957,2,0,0,166000
160,30,3180,7,5,0,0,600,600,600,0,0,2,1,2,4,0,2005,2,0,166,151000
60,44,9548,7,6,223,483,458,941,888,1,0,2,1,3,7,1,2003,2,192,39,237000
20,100,10004,6,6,180,196,975,1516,0,0,0,1,1,3,6,0,1964,2,0,0,167000
20,75,7875,5,6,136,572,572,1144,0,1,0,1,0,3,6,0,1961,2,0,0,139950
20,60,9600,4,7,0,442,625,1067,0,0,0,2,0,2,4,0,1996,2,290,0,128000
30,90,8100,5,6,0,338,1221,1559,0,1,0,1,0,2,5,0,1948,2,0,116,153500
160,21,1680,6,5,158,330,153,483,504,1,0,1,1,2,5,0,1973,1,0,0,100000
20,75,9525,5,6,0,0,1099,1099,0,0,0,1,1,3,6,0,1999,1,278,0,144000
50,70,11767,5,6,0,352,416,768,432,0,0,1,0,3,6,0,1946,1,0,0,130500
70,73,12155,6,8,0,156,516,672,672,0,0,2,0,4,7,0,1934,1,0,0,140000
70,60,10440,5,8,0,0,650,650,581,0,0,2,0,3,8,1,1983,2,70,78,157500
80,82,9020,6,7,183,312,276,1127,0,1,0,1,1,3,6,0,1966,2,0,129,174900
90,80,8000,5,4,0,0,1800,1800,0,0,0,2,0,6,10,0,1966.44444444444,0,0,0,141000
50,100,12665,5,8,0,0,876,876,540,0,0,1,1,4,7,1,1949,3,418,0,153900
85,118.4,16647,5,5,0,1390,0,1390,0,1,0,2,0,3,6,2,1975,2,0,0,171000
60,75,9317,7,5,137,513,227,740,769,1,0,2,1,3,7,1,1993,2,234,72,213000
20,36,15523,5,6,0,460,404,864,0,1,0,1,0,3,5,1,1972,1,0,0,133500
